,label,dim_0,dim_1,layer,fold,text,iteration
1039,London,22.953975677490234,11.86470890045166,output,train,What 's england 's capital,320
1040,Rouble,-3.580979108810425,5.039647102355957,average,dev,What currency is used in russia,320
1041,Rouble,-26.183361053466797,9.348660469055176,output,dev,What currency is used in russia,320
1042,Pound,0.917563796043396,5.127304553985596,average,dev,What currency is used in england,320
1043,Pound,-1.7640442848205566,-1.1776987314224243,output,dev,What currency is used in england,320
1044,Moscow,-4.092594146728516,-0.08648228645324707,average,dev,What is the capital and largest city of russia,320
1045,Moscow,-10.225738525390625,18.53696060180664,output,dev,What is the capital and largest city of russia,320
1046,London,0.4059485197067261,0.0011752843856811523,average,dev,What is the capital and largest city of england,320
1047,London,21.82062339782715,9.885468482971191,output,dev,What is the capital and largest city of england,320
1048,Rouble,-3.650815725326538,4.022208213806152,average,dev,What 's the currency in russia,320
1049,Rouble,-25.895782470703125,9.34555721282959,output,dev,What 's the currency in russia,320
1050,Pound,0.8477270007133484,4.109865665435791,average,dev,What 's the currency in england,320
1051,Pound,-1.3789746761322021,-1.2365162372589111,output,dev,What 's the currency in england,320
1052,Moscow,-4.162430763244629,-1.1039210557937622,average,dev,What 's the capital of russia,320
1053,Moscow,-7.723730087280273,19.56281280517578,output,dev,What 's the capital of russia,320
1054,London,0.33611178398132324,-1.016263484954834,average,dev,What 's the capital of england,320
1055,London,23.937559127807617,10.970137596130371,output,dev,What 's the capital of england,320
1056,Rouble,-4.8408894538879395,4.200760364532471,average,train,What is this currency of russia,330
1057,Rouble,-29.86639976501465,10.908141136169434,output,train,What is this currency of russia,330
1058,Pound,-0.3231848478317261,4.291064262390137,average,train,What is this currency of england,330
1059,Pound,-2.9500389099121094,-0.9027367830276489,output,train,What is this currency of england,330
1060,Moscow,-4.492279052734375,-0.048082590103149414,average,train,What is this capital of russia,330
1061,Moscow,-12.349509239196777,18.668813705444336,output,train,What is this capital of russia,330
1062,London,0.025425314903259277,0.0422215461730957,average,train,What is this capital of england,330
1063,London,20.695018768310547,9.71401596069336,output,train,What is this capital of england,330
1064,Rouble,-4.55655574798584,3.6662039756774902,average,train,What 's russia 's currency,330
1065,Rouble,-31.002357482910156,11.566935539245605,output,train,What 's russia 's currency,330
1066,Pound,-0.03885132819414139,3.7565081119537354,average,train,What 's england 's currency,330
1067,Pound,-3.3825037479400635,-0.6468174457550049,output,train,What 's england 's currency,330
1068,Moscow,-4.207945823669434,-0.5826389789581299,average,train,What 's russia 's capital,330
1069,Moscow,-9.831934928894043,21.017980575561523,output,train,What 's russia 's capital,330
1070,London,0.3097587823867798,-0.49233484268188477,average,train,What 's england 's capital,330
1071,London,23.35785484313965,11.975362777709961,output,train,What 's england 's capital,330
1072,Rouble,-3.5963706970214844,5.035926342010498,average,dev,What currency is used in russia,330
1073,Rouble,-26.796588897705078,9.508912086486816,output,dev,What currency is used in russia,330
1074,Pound,0.9213339686393738,5.126230239868164,average,dev,What currency is used in england,330
1075,Pound,-1.8293774127960205,-1.185727834701538,output,dev,What currency is used in england,330
1076,Moscow,-4.104378700256348,-0.10271143913269043,average,dev,What is the capital and largest city of russia,330
1077,Moscow,-10.306830406188965,18.90263557434082,output,dev,What is the capital and largest city of russia,330
1078,London,0.4133257269859314,-0.012407302856445312,average,dev,What is the capital and largest city of england,330
1079,London,22.30071449279785,10.04842472076416,output,dev,What is the capital and largest city of england,330
1080,Rouble,-3.6632940769195557,4.026976108551025,average,dev,What 's the currency in russia,330
1081,Rouble,-26.47451400756836,9.493890762329102,output,dev,What 's the currency in russia,330
1082,Pound,0.8544104695320129,4.117280006408691,average,dev,What 's the currency in england,330
1083,Pound,-1.4262226819992065,-1.2471823692321777,output,dev,What 's the currency in england,330
1084,Moscow,-4.171302318572998,-1.111661672592163,average,dev,What 's the capital of russia,330
1085,Moscow,-7.806870937347412,19.89525032043457,output,dev,What 's the capital of russia,330
1086,London,0.34640228748321533,-1.021357536315918,average,dev,What 's the capital of england,330
1087,London,24.39752197265625,11.102497100830078,output,dev,What 's the capital of england,330
1088,Rouble,-4.861339569091797,4.18985652923584,average,train,What is this currency of russia,340
1089,Rouble,-30.56165885925293,11.105956077575684,output,train,What is this currency of russia,340
1090,Pound,-0.32674992084503174,4.28237771987915,average,train,What is this currency of england,340
1091,Pound,-3.043818473815918,-0.9100016951560974,output,train,What is this currency of england,340
1092,Moscow,-4.5068159103393555,-0.06700432300567627,average,train,What is this capital of russia,340
1093,Moscow,-12.463264465332031,19.043989181518555,output,train,What is this capital of russia,340
1094,London,0.02777397632598877,0.025516867637634277,average,train,What is this capital of england,340
1095,London,21.134891510009766,9.896944046020508,output,train,What is this capital of england,340
1096,Rouble,-4.574296474456787,3.673649311065674,average,train,What 's russia 's currency,340
1097,Rouble,-31.68828773498535,11.757851600646973,output,train,What 's russia 's currency,340
1098,Pound,-0.03970690816640854,3.7661705017089844,average,train,What 's england 's currency,340
1099,Pound,-3.501495838165283,-0.6419558525085449,output,train,What 's england 's currency,340
1100,Moscow,-4.219772815704346,-0.5832114219665527,average,train,What 's russia 's capital,340
1101,Moscow,-10.038457870483398,21.33230209350586,output,train,What 's russia 's capital,340
1102,London,0.31481698155403137,-0.4906902313232422,average,train,What 's england 's capital,340
1103,London,23.708450317382812,12.097395896911621,output,train,What 's england 's capital,340
1104,Rouble,-3.613619089126587,5.032093048095703,average,dev,What currency is used in russia,340
1105,Rouble,-27.428054809570312,9.680419921875,output,dev,What currency is used in russia,340
1106,Pound,0.920970618724823,5.124614238739014,average,dev,What currency is used in england,340
1107,Pound,-1.9063338041305542,-1.190147042274475,output,dev,What currency is used in england,340
1108,Moscow,-4.117314338684082,-0.11809790134429932,average,dev,What is the capital and largest city of russia,340
1109,Moscow,-10.409748077392578,19.259124755859375,output,dev,What is the capital and largest city of russia,340
1110,London,0.4172753095626831,-0.02557671070098877,average,dev,What is the capital and largest city of england,340
1111,London,22.741342544555664,10.21190357208252,output,dev,What is the capital and largest city of england,340
1112,Rouble,-3.679988145828247,4.030550003051758,average,dev,What 's the currency in russia,340
1113,Rouble,-27.083206176757812,9.65847396850586,output,dev,What 's the currency in russia,340
1114,Pound,0.8546014428138733,4.123071193695068,average,dev,What 's the currency in england,340
1115,Pound,-1.490973711013794,-1.2525529861450195,output,dev,What 's the currency in england,340
1116,Moscow,-4.183683395385742,-1.1196411848068237,average,dev,What 's the capital of russia,340
1117,Moscow,-7.923051834106445,20.224090576171875,output,dev,What 's the capital of russia,340
1118,London,0.3509061336517334,-1.0271199941635132,average,dev,What 's the capital of england,340
1119,London,24.812679290771484,11.239275932312012,output,dev,What 's the capital of england,340
1120,Rouble,-4.878493309020996,4.180049419403076,average,train,What is this currency of russia,350
1121,Rouble,-31.19495964050293,11.274125099182129,output,train,What is this currency of russia,350
1122,Pound,-0.3263816833496094,4.274739742279053,average,train,What is this currency of england,350
1123,Pound,-3.126070976257324,-0.9197823405265808,output,train,What is this currency of england,350
1124,Moscow,-4.519283771514893,-0.08464562892913818,average,train,What is this capital of russia,350
1125,Moscow,-12.544353485107422,19.390438079833984,output,train,What is this capital of russia,350
1126,London,0.03282761573791504,0.010044693946838379,average,train,What is this capital of england,350
1127,London,21.578697204589844,10.063923835754395,output,train,What is this capital of england,350
1128,Rouble,-4.582180023193359,3.6813642978668213,average,train,What 's russia 's currency,350
1129,Rouble,-32.2685546875,11.900347709655762,output,train,What 's russia 's currency,350
1130,Pound,-0.03006816655397415,3.776054620742798,average,train,What 's england 's currency,350
1131,Pound,-3.530245780944824,-0.6783992648124695,output,train,What 's england 's currency,350
1132,Moscow,-4.222970485687256,-0.5833306312561035,average,train,What 's russia 's capital,350
1133,Moscow,-10.152957916259766,21.606969833374023,output,train,What 's russia 's capital,350
1134,London,0.32914113998413086,-0.48864030838012695,average,train,What 's england 's capital,350
1135,London,24.102262496948242,12.197603225708008,output,train,What 's england 's capital,350
1136,Rouble,-3.6274850368499756,5.028870582580566,average,dev,What currency is used in russia,350
1137,Rouble,-27.99512481689453,9.820723533630371,output,dev,What currency is used in russia,350
1138,Pound,0.9246265888214111,5.123560905456543,average,dev,What currency is used in england,350
1139,Pound,-1.9719538688659668,-1.1971309185028076,output,dev,What currency is used in england,350
1140,Moscow,-4.128138542175293,-0.13244688510894775,average,dev,What is the capital and largest city of russia,350
1141,Moscow,-10.47874641418457,19.587379455566406,output,dev,What is the capital and largest city of russia,350
1142,London,0.42397284507751465,-0.03775656223297119,average,dev,What is the capital and largest city of england,350
1143,London,23.186756134033203,10.359972953796387,output,dev,What is the capital and largest city of england,350
1144,Rouble,-3.6900408267974854,4.034441947937012,average,dev,What 's the currency in russia,350
1145,Rouble,-27.610424041748047,9.784942626953125,output,dev,What 's the currency in russia,350
